id,monday_id,campaign_name,company,status,budget,take_rate_pct,proposal_adjustments,seller_name,csm,list_builder,building_proposal_start,pending_approval_start,days_since_pending,risk_score,ai_insight,action_required,created_at,seller_sla,lb_sla,currency,proposal_delivery_date,audience_country,musical_genre,days_after_approved,Execution board start date
A3514,3514,"Elena Rose ""Luna de miel"" @ximena.robles",Warner Music Mexico,Approved,2700,25,,Steven Campos,Camila Parra,Juan Val,2025-11-19,2025-11-19,,,,,2025-11-19,,,,,,,0.00,2025-11-19
A3523,3523,Teddy Swims & Tiago PZK “The Door” x Isivives,Warner Regional Latam,Approved,0,25,,Steven Campos,Camila Parra,"maria.escobar@influur.com, Juan Val",2025-11-21,2025-11-21,,,,,2025-11-21,,,,,,,0.00,2025-11-21
A3529,3529,Romeo Santos - NYC Event,Sony Music Latin,Approved,3000,25,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-11-24,2025-11-24,,,,,2025-11-24,,,,2025-11-24,,,0.00,2025-11-24
A3539,3539,Arcángel “Cuánto Cuesta” micros,XYZ,Approved,1000,16,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-11-27,2025-11-27,,,,,2025-11-27,,,,2025-11-27,"MX, MEX",Urbano,0.00,2025-11-27
A3541,3541,"Sia x Belinda ""Snowman""",Warner Music Mexico,Approved,2170,25,,Steven Campos,Camila Parra,Juan Val,2025-11-28,2025-11-28,,,,,2025-11-28,,,,2025-11-28,MEX,,0.00,2025-11-28
A3548,3548,"Emicida ""Emicida Racional"" BR Campaign",Meta Platforms,Approved,0,25,,Steven Campos,Justin Nho,Juan Val,2025-12-02,2025-12-02,,,,,2025-12-02,,,,,BRA,,0.00,2025-12-02
A3550,3550,KAROL G — “La Première”( social spread),Interscope Capitol Labels Group,Approved,5000,25,,Steven Campos,Polina Andrieieva,Juan Val,2025-12-02,2025-12-03,,,,,2025-12-02,,,,2025-12-03,"LATAM, España, US Latin",Reggaeton,0.00,2025-12-03
A3555,3555,KAROL G — “La Première” x Sala de Despecho Miami,Interscope Capitol Labels Group,Approved,8300,25,,Steven Campos,Polina Andrieieva,Juan Val,2025-12-02,2025-12-05,,,,,2025-12-02,,,,2025-12-03,Miami based,,0.00,2025-12-05
A3588,3588,"Maisak ""Luna Dile""",royaltyworldinc.com,Approved,4800,25,,Steven Campos,Polina Andrieieva,"Kyle Blankenship, ilse leal",2025-12-02,2025-12-10,,,,,2025-12-02,,,,2025-12-02,-,,0.00,2025-12-10
A3575,3575,Perfume Gossip x eddienieblas,Agent.Influencer,Approved,700,,,No asignado,,valentina.semprun@influur.com,2025-12-11,2025-12-11,,,,,2025-12-11,,,,,,,0.00,2025-12-11
A3576,3576,"Belinda ""Heterocromia"" Social Spread",Warner Regional Latam,Approved,0,25,,Steven Campos,Camila Parra,,2025-12-11,2025-12-11,,,,,2025-12-11,,,,,,,0.00,2025-12-11
A3582,3582,"Mana ""Oye mi amor"" Christmas",Warner Regional Latam,Approved,6000,25,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-12-12,2025-12-12,,,,,2025-12-12,,,,2025-12-12,Mexico,Rock,0.00,2025-12-12
A3596,3596,Lencho - Titi/Chiclona,Sony Music Mexico,Approved,8300,25,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-12-17,2025-12-17,,,,,2025-12-17,,,,2025-12-17,Mexico,,0.00,2025-12-17
A3597,3597,"Maria Becerra & Jay Wheeler ""Romantica"" - MX",Warner Music Mexico,Approved,2750,25,,Steven Campos,Camila Parra,Juan Val,2025-12-17,2025-12-17,,,,,2025-12-17,,,,2025-12-17,Mexico,,0.00,2025-12-17
A3598,3598,Ozuna & Beele - PR Kit,"Sony Music Entertainment España, S.L.",Approved,5870,20,,Steven Campos,Camila Parra,Genesis Martinez,2025-12-17,2025-12-18,,,,,2025-12-17,,,,2025-12-17,Spain,,0.00,2025-12-18
A3599,3599,Santos Bravos 0% micros,XYZ,Approved,1000,16,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-12-19,2025-12-19,,,,,2025-12-19,,,,,,,0.00,2025-12-19
A3602,3602,Bobby Pulido - Desvelado,XYZ,Approved,1000,16,,Steven Campos,Polina Andrieieva,Juan Val,2025-12-19,2025-12-19,,,,,2025-12-19,,,,2025-12-19,MX,,0.00,2025-12-19
A3605,3605,"Lil Naay x Myke Towers ""PENDING"" Sports Edit Campaign",Universal Music USA,Approved,5000,25,1,Steven Campos,Justin Nho,Juan Val,2025-12-20,2025-12-22,,,,,2025-12-20,,,,2025-12-21,"US, LATAM",,0.00,2025-12-22
A3613,3613,"De la rose ""Yo te conozco"" ARG",Warner Regional Latam,Approved,5000,25,,Steven Campos,Camila Parra,Genesis Martinez,2026-01-05,2026-01-05,,,,,2026-01-05,,,,,ARG,Reggaeton,0.00,2026-01-05
A3623,3623,Danny Ocean & Kapo “Imaginate” Venezuela,Warner Music Latina Inc.,Approved,5000,25,,Steven Campos,Camila Parra,Genesis Martinez,2026-01-09,2026-01-09,,,,,2026-01-09,,,,,,,0.00,2026-01-09
A3630,3630,"Kings League Official Anthem ""Lá Vem Golaço"" MX Campaign",Warner Music Brazil,Approved,2000,25,,Justin Nho,,Genesis Martinez,2026-01-12,2026-01-13,,,,,2026-01-12,,,,2026-01-14,Mexico,,0.00,2026-01-13
A3631,3631,"Pedro Sampaio ""Jet Ski""","5020 Records, Sony Music",Approved,4750,25,,Steven Campos,Camila Parra,Genesis Martinez,2026-01-13,2026-01-14,,,,,2026-01-13,,,,2026-01-13,US Anglo + US Latin,,0.00,2026-01-14
A3634,3634,"Elena Rose ""Alma"" - 2016 Trend",Warner Regional Latam,Approved,10000,20,1,Steven Campos,Camila Parra,Genesis Martinez,2026-01-15,2026-01-15,,,,,2026-01-15,,,,2026-01-15,"CHI, COL & MX",,0.00,2026-01-15
A3650,3650,Delilah - Luna de Miel,Interscope Capitol Labels Group,Approved,2500,20,1,Steven Campos,Polina Andrieieva,Genesis Martinez,2026-01-28,2026-01-28,,,,,2026-01-28,,,,2026-01-28,Mexico,,0.00,2026-01-28
A3657,3657,Clarent x Bad Bunny “Bienvenida” Social Spread,Warner Music Latina Inc.,Approved,8000,20,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2026-02-03,2026-02-03,,,,,2026-02-03,,,,,,,0.00,2026-02-03
A3658,3658,Clarent “Bienvenida”,Warner Music Latina Inc.,Approved,10000,20,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2026-02-03,2026-02-03,,,,,2026-02-03,,,,,"LATAM, US LATIN",Hip Hop,0.00,2026-02-03
A3662,3662,Reviewer Mix Tracks: Elena,Warner Regional Latam,Approved,400,20,,Steven Campos,Camila Parra,Carolina Anaya,2026-02-03,2026-02-03,,,,,2026-02-03,,,,,,,0.00,2026-02-03
A3010,3010,Los Mismos de la M,XYZ,Approved,3200,,,Steven Campos,,Juan Val,2025-04-29,2025-04-29,,,,,2025-04-29,,,,,MEX,Pop,1.00,2025-04-30
A3043,3043,Becky G Adelanto,Sony Music Mexico,Approved,2500,,,Polina Andrieieva,,,2025-04-29,2025-04-29,,,,,2025-04-29,,,,,MEX,Urbano,1.00,2025-04-30
A3182,3182,"Elena Rose, Camilo, Los Angeles Azules ""Carteras Chinas""",Warner Music Latina Inc.,Approved,2000,,,Steven Campos,,"camila.parra@influur.com, maria.escobar@influur.com",2025-05-05,2025-05-05,,,,,2025-05-05,,,,,MEX,Cumbia,1.00,2025-05-06
A3229,3229,"Karol G  ""Milagros""",Interscope Records,Approved,20000,,,Steven Campos,,Juan Val,2025-05-07,2025-05-07,,,,,2025-05-07,,,,,"US LATIN, ESP, LATAM",Reggaeton,1.00,2025-05-08
A3165,3165,"Sebastian Yatra ""Disco Rayado""","Meta Platforms, Inc.",Approved,20000,,1,Steven Campos,,Juan Val,2025-05-08,2025-05-13,,,,,2025-05-08,,,,,"ESP, MEX, US LATIN",Reggaeton,1.00,2025-05-14
A3091,3091,"Mariah the Scientist  ""Burning Blue""",XYZ,Approved,753,,,Steven Campos,,"camila.parra@influur.com, Carolina Anaya",2025-05-14,2025-05-13,,,,,2025-05-14,,,,,US,Alternativo,1.00,2025-05-14
A3012,3012,"Beele ""No tiene sentido""","5020 Records, Sony Music",Approved,15000,,1,Steven Campos,,camila.parra@influur.com,2025-05-14,2025-05-14,,,,,2025-05-14,,,,,US LATIN,Merengueton,1.00,2025-05-15
A3247,3247,Elena Rose & Ed Sheeran CDMX - Social Spread,Warner Music Latina Inc.,Approved,6000,,1,Steven Campos,,valentina.semprun@influur.com,2025-05-14,2025-05-14,,,,,2025-05-14,,,,,US,Pop,1.00,2025-05-15
A3264,3264,"Blessd ""Amista"" Macros US",Warner Regional Latam,Approved,10000,,,Steven Campos,,Juan Val,2025-05-14,2025-05-14,,,,,2025-05-14,,,,,US,Reggaeton,1.00,2025-05-15
A3287,3287,"Jerry Di’ ""Wapa""",Universal Music Latin,Approved,9000,,,Steven Campos,,Juan Val,2025-05-14,2025-05-14,,,,,2025-05-14,,,,,"ESP, MEX, COL, US LATIN",Urbano,1.00,2025-05-15
A3256,3256,Yami Safdie's Show - CDMX,Warner Music Mexico,Approved,1950,,,Steven Campos,,,2025-05-12,2025-05-14,,,,,2025-05-12,,,,,MEX,Pop,1.00,2025-05-15
A3149,3149,Despedida - Iñigo Quintero - Concierto Bogota,"Meta Platforms, Inc.",Approved,10000,,,Steven Campos,,,2025-05-16,2025-05-16,,,,,2025-05-16,,,,,Bogota,Reggaeton,1.00,2025-05-17
A3341,3341,"MC Hariel ""AMG""","Meta Platforms, Inc.",Approved,15000,,,Steven Campos,,Juan Val,2025-05-20,2025-05-21,,,,,2025-05-20,,,,,BR,Funk BR,1.00,2025-05-22
A3271,3271,"Alejandro Sanz ""¿Y Ahora qué?""",Sony Music Mexico,Approved,2550,,,Polina Andrieieva,,camila.parra@influur.com,2025-05-19,2025-05-21,,,,,2025-05-19,,,,,MEX,Pop,1.00,2025-05-22
A3298,3298,"Karol G ""Latina Foreva"" Miami",Capital Interscope,Approved,6700,,1,Steven Campos,,Juan Val,2025-05-19,2025-05-21,,,,,2025-05-19,,,,,"US LATIN, PR, DR, COL, VZ",Reggaeton,1.00,2025-05-22
A2986,2986,"Adri Torron ""FOK UP""",Other,Approved,3370,,,Polina Andrieieva,,,2025-05-22,2025-05-22,,,,,2025-03-06,,,,,"MEX, US LATIN",Pop,1.00,2025-05-23
A2996,2996,"Tempo x Glory ""Dalo todo""",ONErpm,Approved,2500,,,Steven Campos,,,2025-05-22,2025-05-22,,,,,2025-05-22,,,,,"PR, CH, MEX",Urbano,1.00,2025-05-23
A3082,3082,Mau y Ricky - Samaná - Quotes,Warner Music Latina Inc.,Approved,2000,,,Steven Campos,,,2025-05-22,2025-05-22,,,,,2025-05-22,,,,,LATAM,Urbano,1.00,2025-05-23
A3197,3197,"Kany García, Lia Kali ""Huir""","5020 Records, Sony Music",Approved,8000,,1,Steven Campos,,"Genesis Martinez, Julius Breyer",2025-05-28,2025-05-28,,,,,2025-05-28,,,,,US LATIN,Pop,1.00,2025-05-29
A2998,2998,"Karol G ""Latina Foreva""- Miami Event",Interscope Records,Approved,7700,,,Steven Campos,,"camila.parra@influur.com, Genesis Martinez",2025-05-29,2025-05-29,,,,,2025-05-29,,,,,Miami,Reggaeton,1.00,2025-05-30
A3335,3335,"India Martínez ""AGUACHILE"" - Reviewers",Sony Music Spain,Approved,2000,,1,Steven Campos,,camila.parra@influur.com,2025-05-28,2025-05-29,,,,,2025-05-28,,,,,MEX,Pop,1.00,2025-05-30
A3307,3307,"Linkin Park ""Let You Fade""","Meta Platforms, Inc.",Approved,5000,,1,Steven Campos,,Juan Val,2025-05-20,2025-05-29,,,,,2025-05-20,,,,,BR,Alternativo,1.00,2025-05-30
A3132,3132,"Alejandro Sanz ""¿Y Ahora qué?"" Phase 2",Sony Music Mexico,Approved,5200,,1,Polina Andrieieva,,,2025-06-03,2025-06-04,,,,,2025-06-03,,,,,MEX,Pop,1.00,2025-06-05
A3269,3269,"Mattei ""Pa Las Girlas"" Micros",Warner Music Latina Inc.,Approved,5000,,,Steven Campos,,camila.parra@influur.com,2025-06-05,2025-06-04,,,,,2025-06-05,,,,,"CH, ARG",Urbano,1.00,2025-06-05
A3300,3300,"Myke Towers ""Soleao"" Parejas",Warner Music Mexico,Approved,1200,,,Steven Campos,,valentina.semprun@influur.com,2025-06-05,2025-06-04,,,,,2025-06-05,,,,,MEX,Reggaeton,1.00,2025-06-05
A3238,3238,"Tate McRae ""Just Keep Watching""",Warner Regional Latam,Approved,9000,,1,Steven Campos,,Juan Val,2025-06-05,2025-06-05,,,,,2025-06-05,,,,,MEX,Pop,1.00,2025-06-06
A3457,3457,Oscar Maydon - Album Release Party LA,"Meta Platforms, Inc.",Approved,25000,,,Steven Campos,,,2025-06-04,2025-06-05,,,,,2025-06-04,,,,,PR,Regional MX,1.00,2025-06-06
A3356,3356,"Arcángel y Austincito ""Gohan y Goku""",XYZ,Approved,6700,,1,Steven Campos,,,2025-06-11,2025-06-12,,,,,2025-06-11,,,,,"CH, COL, PER, ARG","Trap, Urbano",1.00,2025-06-13
A3363,3363,"Calvin Harris ""Blessings"" US, Brazil, Mexico Phase 2 Proposal",Sony UK,Approved,20000,,,Justin Nho,,"camila.parra@influur.com, Genesis Martinez",2025-06-11,2025-06-12,,,,,2025-06-11,,,,,"MEX, US, BR",EDM,1.00,2025-06-13
A3370,3370,"Wisin ft. Beele ""Qué pasó bebé?""",XYZ,Approved,22965,,1,Steven Campos,,Juan Val,2025-06-11,2025-06-12,,,,,2025-06-11,,,,,"US LATIN, ESP, CH, MEX, ARG, COL",Reggaeton,1.00,2025-06-13
A3388,3388,YOUNG CISTER - QLOO,Sony Music Mexico,Approved,3700,,,Polina Andrieieva,,"camila.parra@influur.com, Carolina Anaya",2025-06-13,2025-06-16,,,,,2025-06-13,,,,,MEX,reggaeton,1.00,2025-06-17
A3286,3286,"MVRK ""Apretar +""","Rimas Music Entertainment Europa, S.L.",Approved,1000,,,Steven Campos,,,2025-06-18,2025-06-18,,,,,2025-06-18,,,,,MEX,reggaeton,1.00,2025-06-19
A3062,3062,"Alejandro Sanz ""El Vino de tu Boca"" Extension",Sony Music Mexico,Approved,2600,,,Polina Andrieieva,,Juan Val,2025-06-17,2025-06-18,,,,,2025-06-17,,,,,MEX,POP,1.00,2025-06-19
A3112,3112,"Yami Safdie & Emilia ""+ te vale"" Mids MX",Warner Music Mexico,Approved,3000,,,Steven Campos,,,2025-06-17,2025-06-18,,,,,2025-06-17,,,,,MEX,Balada,1.00,2025-06-19
A3024,3024,Remanente Damiano David,Sony Music Entertainment UK Ltd.,Approved,1962,,,No asignado,,camila.parra@influur.com,2025-06-19,2025-06-19,,,,,2025-06-19,,,,,MEX,POP,1.00,2025-06-20
A3176,3176,"MK ""Dior""",Sony Music Spain,Approved,3000,,,Steven Campos,,"camila.parra@influur.com, Julius Breyer",2025-06-24,2025-06-25,,,,,2025-06-24,,,,,ESP,POP,1.00,2025-06-26
A3016,3016,"Gregorio Umaña ""4 Paredes""","Hybe Latin America US, Inc.",Approved,10700,,,Polina Andrieieva,,Juan Val,2025-06-13,2025-06-25,,,,,2025-06-13,,,,,"COL, MEX",alternativo,1.00,2025-06-26
A3291,3291,"8uno ""Pelotero a la Bola""",XYZ,Approved,4741,,3,Steven Campos,,Genesis Martinez,2025-06-09,2025-06-25,,,,,2025-06-09,,,,,"US LATIN, MEX","Cumbia, Alternativo, Merengueton",1.00,2025-06-26
A3296,3296,"Magna ""Una Vez Mas""","Hybe Latin America US, Inc.",Approved,10800,,1,Polina Andrieieva,,,2025-06-25,2025-06-25,,,,,2025-06-25,,,,,MEX,Alternativo,1.00,2025-06-26
A3293,3293,"8Uno, Airam Paez ""Pelotero A La Bola""","Meta Platforms, Inc.",Approved,10000,,,No asignado,,camila.parra@influur.com,2025-06-26,2025-06-26,,,,,2025-06-26,,,,,"US LATIN, MEX",Cumbia,1.00,2025-06-27
A3239,3239,"Rusowsky's ""malibU""",Warner Records ( LA Office),Approved,10000,,,Polina Andrieieva,,Juan Val,2025-06-25,2025-06-26,,,,,2025-06-25,,,,,LATAM,"Alternativo, Merengueton",1.00,2025-06-27
A3301,3301,"Alex Warren & Rose ""On my mind"" - Social Spread",Warner Regional Latam,Approved,6725,,,Steven Campos,,"camila.parra@influur.com, Carolina Anaya",2025-06-25,2025-06-26,,,,,2025-06-25,,,,,"MEX, BR, CH, ARG",Pop,1.00,2025-06-27
A814,814,"Karol G ""Papasito"" Social Spread",Interscope Records,Declined,5000,,,Steven Campos,,"Isabella Moreno, valentina.semprun@influur.com",2025-06-25,2025-06-26,,,,,2025-06-25,,,,2025-06-26,,,1.00,2025-06-27
A3373,3373,"Karol G ""Ivonny Bonita"" Complex Event NYC",Interscope Records,Approved,12533,,,Steven Campos,,valentina.semprun@influur.com,2025-06-25,2025-06-26,,,,,2025-06-25,,,,,"US LATIN, NYC",Reggaeton,1.00,2025-06-27
A3070,3070,"Marisela ""Tu Dama de Hierro""",XYZ,Approved,4700,,1,Steven Campos,,,2025-06-27,2025-07-01,,,,,2025-06-27,,,,,"MEX, US",Regional MX,1.00,2025-07-02
A3336,3336,"Tini & Beele ""Universidad"" Phase 2","5020 Records, Sony Music",Approved,15000,,1,Steven Campos,,Juan Val,2025-07-02,2025-07-02,,,,,2025-07-02,,,,,US LATIN,Urbano,1.00,2025-07-03
A3389,3389,Matisse & Oscar Ortiz,Sony Music Mexico,Approved,3150,,2,Polina Andrieieva,,Juan Val,2025-06-13,2025-07-03,,,,,2025-06-13,,,,,MEX,Regional,1.00,2025-07-04
A3145,3145,"Ian Cordova ""Que Voy Hacer Contigo""",XYZ,Approved,1200,,,Steven Campos,,Juan Val,2025-07-07,2025-07-07,,,,,2025-07-07,,,,,MEX,Regional,1.00,2025-07-08
A3170,3170,"Mario Santander ""Te quiero""",Warner Music Mexico,Approved,3500,,,Steven Campos,,,2025-07-08,2025-07-08,,,,,2025-07-08,,,,,MEX,Electronica,1.00,2025-07-09
A3201,3201,"Belinda ""+Perra +Bitch"" - Key Talent",Warner Music Mexico,Approved,5400,,,Steven Campos,,Juan Val,2025-07-08,2025-07-08,,,,,2025-07-08,,,,,MEX,Pop,1.00,2025-07-09
A3273,3273,Yarge Social Spread Phase 2,XYZ,Approved,1750,,,Steven Campos,,camila.parra@influur.com,2025-07-10,2025-07-10,,,,,2025-07-10,,,,,"MEX, ARG",Pop,1.00,2025-07-11
A3355,3355,"Estevie ""Quiero Saber""",XYZ,Approved,6700,,,Steven Campos,,,2025-07-10,2025-07-10,,,,,2025-07-10,,,,,"MEX, ARG, US LATIN",Pop,1.00,2025-07-11
A3104,3104,MALUMA “BRONCEADOR” Fase 1,royaltyworldinc.com,Approved,15000,,2,Steven Campos,,,2025-06-30,2025-07-10,,,,,2025-06-30,,,,,"MEX, COL, US LATIN",reggaeton,1.00,2025-07-11
A3083,3083,JerryDi - Miami,Universal Music Latin,Approved,7000,,1,Camila Parra,,Genesis Martinez,2025-07-16,2025-07-16,,,,,2025-07-16,,,,,Miami,Reggaeton,1.00,2025-07-17
A3206,3206,"Beele ""Si te pillara"" Key Talents","5020 Records, Sony Music",Approved,15000,,,Camila Parra,,"camila.parra@influur.com, maria.escobar@influur.com",2025-07-16,2025-07-16,,,,,2025-07-16,,,,,LATAM,Reggaeton,1.00,2025-07-17
A3338,3338,"Veigh ""Talvez Você Precise de Mim.""","Meta Platforms, Inc.",Approved,21000,,2,No asignado,,valentina.semprun@influur.com,2025-06-26,2025-07-17,,,,,2025-06-26,,,,,"BR, US",Urbano,1.00,2025-07-18
A3035,3035,"Johann Vera ""Aquí hay algo""",JVX Entertainment,Approved,1500,,1,Camila Parra,,,2025-07-23,2025-07-23,,,,,2025-07-23,,,,,"MEX, COL","POP, Pop",1.00,2025-07-24
A3166,3166,"Elena Rose & Jquiles ""Cosita Linda"" - Verano Vibes",Warner Music Latina Inc.,Approved,5000,,,Camila Parra,,"Juan Val, camila.parra@influur.com",2025-07-23,2025-07-23,,,,,2025-07-23,,,,,US LATIN,Pop,1.00,2025-07-24
A3398,3398,"Johann Vera ""Simplemente amigos""",JVX Entertainment,Approved,1000,,,Camila Parra,,camila.parra@influur.com,2025-07-23,2025-07-23,,,,,2025-07-23,,,,,"MEX, COL","Pop, POP",1.00,2025-07-24
A3294,3294,"Juan Duque ""Ojala""",Warner Music Latina Inc.,Approved,4000,,,Camila Parra,,"camila.parra@influur.com, Carolina Anaya",2025-07-24,2025-07-24,,,,,2025-07-24,,,,,"COL, MEX","Pop, Urbano",1.00,2025-07-25
A3040,3040,"J Balvin “Zun Zun""",XYZ,Approved,3350,,1,Polina Andrieieva,,Juan Val,2025-07-22,2025-07-24,,,,,2025-07-22,,,,,"US LATIN, COL, MEX",Reggaeton,1.00,2025-07-25
A3405,3405,AluMix “Me llamó” Micros,Warner Music Mexico,Approved,1500,,,Steven Campos,,,2025-07-30,2025-07-30,,,,,2025-07-31,,,,,MEX,Reggaeton,1.00,2025-07-31
A3406,3406,"Tini ""De Papel""","5020 Records, Sony Music",Approved,15000,,,Steven Campos,,Juan Val,2025-07-31,2025-07-31,,,,,2025-07-31,,,,,US LATIN,POP,1.00,2025-08-01
A3413,3413,"Almas ""Butterflies"" - Micros",Universal Music Latin,Approved,1300,,,Steven Campos,,Juan Val,2025-08-04,2025-08-04,,,,,2025-08-04,,,,,MEX,POP,1.00,2025-08-05
A3415,3415,Luis R Conriquez “Chula Vente”,Sony Music Latin,Approved,25000,,1,Steven Campos,,valentina.semprun@influur.com,2025-08-04,2025-08-05,,,,,2025-08-04,,,,,"PER, CR, ESP, COL, CH, GUA",Corridos,1.00,2025-08-06
A3414,3414,"Jerry Di ""White Wine""",Universal Music Latin,Approved,5000,,3,Steven Campos,,Juan Val,2025-08-04,2025-08-06,,,,,2025-08-04,,,,,"MEX, ESP",Urbano,1.00,2025-08-07
A3421,3421,"Alemán, Neton Vega ""Te Queria Ver""","Meta Platforms, Inc.",Approved,20000,,,No asignado,,Juan Val,2025-08-08,2025-08-11,,,,,2025-08-08,,,,,"US LATIN, MEX",Reggaeton,1.00,2025-08-12
A3429,3429,"Danna ""Khe Calor""",Universal Music Latin,Approved,4500,,,Steven Campos,,Genesis Martinez,2025-08-12,2025-08-12,,,,,2025-08-12,,,,,"US LATIN, United States, UK, BR","retro, Reggaeton, pop latino",1.00,2025-08-13
A3420,3420,Paulina Goto y Emilio - ¿Cómo Olvidar?,"Meta Platforms, Inc.",Approved,20000,,,No asignado,,Genesis Martinez,2025-08-08,2025-08-12,,,,,2025-08-08,,,,,MEX,Regional MX,1.00,2025-08-13
A3437,3437,"Sebastian Yatra ""Milagro"" Julio",Universal Music Latin,Approved,20000,,1,Camila Parra,,Juan Val,2025-07-22,2025-08-12,,,,,2025-07-17,,,,,US LATIN,"reggaeton, Balada Pop",1.00,2025-08-13
A3384,3384,"Elena Rose & Jquiles ""Cosita Linda"" - Meta","Meta Platforms, Inc.",Approved,10000,,1,No asignado,,,2025-08-19,2025-08-18,,,,,2025-08-18,,,,,"US LATIN, MEX",Urbano,1.00,2025-08-19
A3110,3110,Emilia “Pasarella”,"Sony Music Entertainment España, S.L.",Approved,4650,,1,Steven Campos,,camila.parra@influur.com,2025-08-19,2025-08-20,,,,,2025-08-19,,,,,SPAIN,Urbano,1.00,2025-08-21
A1089,1089,"Manuel Turizo ""Mirame Ahora"" Phase 2",La Industria LLC,Approved,15000,,1,Polina Andrieieva,Polina Andrieieva,Juan Val,2025-08-20,2025-08-21,,,,,2025-08-20,,,,,"ARG, COL, MEX, CH","Reggaeton, Bachata, Pop",1.00,2025-08-22
A1103,1103,"KAROL G ""Coleccionando Heridas"" Mid , Macro",XYZ,Approved,6700,,,Steven Campos,Polina Andrieieva,Juan Val,2025-08-20,2025-08-21,,,,,2025-08-20,,,,,"US LATIN, MEX, COL, SPAIN","Reggaeton, Urbano, pop latino",1.00,2025-08-22
A1104,1104,"KAROL G ""Verano Rosa"" Mid , Macro",XYZ,Approved,7280,,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-08-20,2025-08-21,,,,,2025-08-20,,,,,"MEX, COL, SPAIN, US LATIN","Reggaeton, tropical",1.00,2025-08-22
A3123,3123,Deftones - Social Spread,Warner Regional Latam,Approved,3750,,3,Steven Campos,,valentina.semprun@influur.com,2025-08-12,2025-08-21,,,,,2025-08-12,,,,,"BR, ARG, MEX, CH",Metal,1.00,2025-08-22
A1088,1088,Laufey - A Very Laufey Day,D Music Marketing,Approved,2600,,1,Steven Campos,Polina Andrieieva,Juan Val,2025-08-20,2025-08-26,,,,,2025-08-20,,,,,"MEX, CHI, ARG",POP,1.00,2025-08-27
A3448,3448,"Anderson Neiff, Mano Cheffe ""Prometeu Tudo, Entregou Nada""","Meta Platforms, Inc.",Approved,20000,,1,No asignado,,Juan Val,2025-08-20,2025-08-27,,,,,2025-08-20,,,,,BR,Funk,1.00,2025-08-28
A3263,3263,"Led Zeppelin ""Whole Lotta Love""",XYZ,Approved,8300,,2,Steven Campos,,Genesis Martinez,2025-08-14,2025-08-27,,,,,2025-08-13,,,,,"CAN, ALE, ITA, AUS, NZL, MEX",Rock,1.00,2025-08-28
A1096,1096,Arcángel - Sueños de Grandeza,Rimas Entertainment LLC,Approved,5000,,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-08-28,2025-08-28,,,,,2025-08-28,,,,,"LATAM, US LATIN",Urbano,1.00,2025-08-29
A1115,1115,Cuco / “Sin Un Corazón”,XYZ,Approved,5000,,,Steven Campos,Polina Andrieieva,Genesis Martinez,2025-08-29,2025-08-29,,,,,2025-08-29,,,,,"MEX, US LATIN",Alternativo,1.00,2025-08-30
A1021,1021,"Brokix ""Ganjah""",Universal Music Latin,Approved,5000,,,Steven Campos,Camila Parra,camila.parra@influur.com,2025-09-03,2025-09-03,,,,,2025-09-03,,,,,COL,Reggaeton,1.00,2025-09-04
A1022,1022,"Kane Rodriguez ""El Rosé y tus labios"" Micros",Warner Music Mexico,Approved,2500,,,Steven Campos,Camila Parra,Juan Val,2025-09-03,2025-09-03,,,,,2025-09-03,,,,,MEX,Corridos,1.00,2025-09-04
A1097,1097,Corina Smith Billboards Social Spread,Rimas Entertainment LLC,Approved,5000,,,Steven Campos,Polina Andrieieva,Juan Val,2025-09-03,2025-09-03,,,,,2025-09-03,,,,,"MEX, COL, CH, US LATIN","Pop, Reggaeton",1.00,2025-09-04
A1038,1038,Machete Music - 20th anniversary,Universal Music Latin,Approved,30000,,1,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-09-02,2025-09-04,,,,,2025-09-02,,,,,"MEX, US LAT, COL, UK, VZ, ARG","Reggaeton, reguetón viejito",1.00,2025-09-05
A1024,1024,"Emjay ""Legacy"" Micros",Warner Music Mexico,Approved,1000,,,Steven Campos,Camila Parra,Genesis Martinez,2025-09-08,2025-09-08,,,,,2025-09-08,,,,,MX,Pop,1.00,2025-09-09
A1106,1106,"Floyymenor ""Gata Only (Remix)""",XYZ,Approved,9300,15,,Steven Campos,Polina Andrieieva,"Juan Val, Genesis Martinez",2025-09-08,2025-09-09,,,,,2025-09-08,,,,,"MEX, US LATIN",Reggaeton,1.00,2025-09-10
